GeneID	scaffold:start-end	strand	length	description	Ortho Group	EggNog	BUSCO	Secreted	TransMembrane	Protease family	CAZyme family	Transcription factor	InterPro Domains	PFAM Domains	GO terms	SecMet Cluster	SMCOG
FUN0_000248	scaffold_1:655489-656186	-	193	ribosylnicotinamide kinase		ENOG503P06U									GO:0050262 ribosylnicotinamide kinase activity; GO:0034356 NAD biosynthesis via nicotinamide riboside salvage pathway		
FUN0_000249	scaffold_1:658406-658866	-	114	ribosylnicotinamide kinase		ENOG503P06U											
FUN0_000250	scaffold_1:658933-659542	-	146	ribosylnicotinamide kinase		ENOG503P06U									GO:0050262 ribosylnicotinamide kinase activity; GO:0034356 NAD biosynthesis via nicotinamide riboside salvage pathway		
FUN0_000251	scaffold_1:660334-661394	-	258	ribosylnicotinamide kinase		ENOG503P06U									GO:0050262 ribosylnicotinamide kinase activity; GO:0034356 NAD biosynthesis via nicotinamide riboside salvage pathway		
FUN0_000252	scaffold_1:662736-663828	-	267	ribosylnicotinamide kinase		ENOG503P06U									GO:0050262 ribosylnicotinamide kinase activity; GO:0034356 NAD biosynthesis via nicotinamide riboside salvage pathway		
FUN0_000252	scaffold_1:662736-663445	-	196	ribosylnicotinamide kinase, variant 2		ENOG503P06U									GO:0050262 ribosylnicotinamide kinase activity; GO:0034356 NAD biosynthesis via nicotinamide riboside salvage pathway		
FUN0_000253	scaffold_1:664473-666154	-	471	hypothetical protein		ENOG503PBIP									GO:0030014 CCR4-NOT complex		
FUN0_000254	scaffold_1:666347-667123	+	219	hypothetical protein		ENOG503PJ9W											
FUN0_000255	scaffold_1:667320-669051	-	499	hypothetical protein		ENOG503NVNJ									GO:0016491 oxidoreductase activity		
FUN0_000256	scaffold_1:670249-671810	+	502	hypothetical protein		ENOG503PK2W											
FUN0_000256	scaffold_1:670727-671810	+	360	hypothetical protein		ENOG503PK2W											
FUN0_000257	scaffold_1:672295-673264	-	283	hypothetical protein													
FUN0_000258	scaffold_1:674385-674971	+	179	hypothetical protein													
FUN0_000259	scaffold_1:675122-676814	-	488	hypothetical protein		ENOG503NVNJ									GO:0016491 oxidoreductase activity		
FUN0_000260	scaffold_1:677978-678423	+	100	hypothetical protein													
FUN0_000261	scaffold_1:680077-681821	-	485	hypothetical protein		ENOG503NVNJ									GO:0016491 oxidoreductase activity		
FUN0_000261	scaffold_1:680077-681775	-	490	hypothetical protein		ENOG503NVNJ									GO:0016491 oxidoreductase activity		
FUN0_000262	scaffold_1:683659-685349	-	487	hypothetical protein		ENOG503NVNJ									GO:0016491 oxidoreductase activity		
FUN0_000263	scaffold_1:686004-688255	-	634	hypothetical protein		ENOG503NZRH											
FUN0_000264	scaffold_1:692874-693153	-	92	hypothetical protein													
FUN0_000265	scaffold_1:694500-695605	-	311	hypothetical protein													
FUN0_000266	scaffold_1:699345-700290	-	280	hypothetical protein													
FUN0_000267	scaffold_1:702186-702701	-	134	hypothetical protein													
FUN0_000268	scaffold_1:704273-704806	-	138	hypothetical protein													
FUN0_000269	scaffold_1:705476-706349	+	236	hypothetical protein		ENOG503PHZ1											
FUN0_000270	scaffold_1:707457-708486	+	304	hypothetical protein													
FUN0_000271	scaffold_1:709606-711659	+	598	hypothetical protein		ENOG502IXQP									GO:0005515 protein binding		
FUN0_000272	scaffold_1:713339-714092	-	250	hypothetical protein		ENOG503P12S											
FUN0_000273	scaffold_1:715037-717034	+	594	hypothetical protein		ENOG501FZWQ									GO:0005515 protein binding		
FUN0_000274	scaffold_1:720089-721551	-	416	hypothetical protein		ENOG503PAFS									GO:0016021 membrane; GO:0016020 membrane; GO:0004932 mating-type factor pheromone receptor activity; GO:0004933 mating-type a-factor pheromone receptor activity; GO:0007186 G protein-coupled receptor signaling pathway		
FUN0_000275	scaffold_1:725366-726735	+	439	hypothetical protein		ENOG503NZT3											
FUN0_000276	scaffold_1:727293-728888	+	461	hypothetical protein		ENOG503PQ5F									GO:0016021 membrane; GO:0016020 membrane; GO:0004932 mating-type factor pheromone receptor activity; GO:0004933 mating-type a-factor pheromone receptor activity; GO:0007186 G protein-coupled receptor signaling pathway		
FUN0_000277	scaffold_1:730230-731819	+	440	a-factor receptor		ENOG503NWB2									GO:0016021 membrane; GO:0016020 membrane; GO:0004932 mating-type factor pheromone receptor activity; GO:0004934 mating-type alpha-factor pheromone receptor activity; GO:0007186 G protein-coupled receptor signaling pathway		
FUN0_000278	scaffold_1:733788-734592	+	248	hypothetical protein		ENOG503PK3N											
FUN0_000279	scaffold_1:736561-738192	-	524	hypothetical protein		ENOG503PGYA											
FUN0_000280	scaffold_1:738689-739671	-	293	hypothetical protein													
FUN0_000281	scaffold_1:741277-741878	-	139	cofilin		ENOG503P2XC									GO:0015629 actin cytoskeleton; GO:0003779 actin binding; GO:0030042 actin filament depolymerization		
FUN0_000282	scaffold_1:742624-744187	+	393	26S proteasome regulatory subunit		ENOG503NWJQ											
FUN0_000283	scaffold_1:744828-747543	+	867	hypothetical protein		ENOG503P3TV											
FUN0_000284	scaffold_1:750287-751910	+	416	hypothetical protein		ENOG503PCBK									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_000285	scaffold_1:753260-756064	+	663	hypothetical protein		ENOG503PBY0									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_000286	scaffold_1:756186-762509	-	1711	hypothetical protein		ENOG503NW30									GO:0005524 ATP binding; GO:0046872 metal ion binding; GO:0140658 ATP-dependent chromatin remodeler activity		
FUN0_000287	scaffold_1:763107-772646	+	3088	hypothetical protein		ENOG503NU0W											
FUN0_000287	scaffold_1:764440-772646	+	2641	hypothetical protein		ENOG503NU0W											
FUN0_000288	scaffold_1:773222-774139	+	288	hypothetical protein		ENOG503P9H6											
FUN0_000289	scaffold_1:778041-778785	+	199	hypothetical protein		ENOG503PH3Q											
FUN0_000290	scaffold_1:781194-781747	+	165	hypothetical protein		ENOG503P9IP											
FUN0_000291	scaffold_1:783233-784292	+	352	hypothetical protein													
FUN0_000292	scaffold_1:785007-786069	+	353	hypothetical protein													
FUN0_000293	scaffold_1:786830-788935	+	634	hypothetical protein		ENOG503Q4WZ									GO:0016491 oxidoreductase activity		
FUN0_000293	scaffold_1:787070-788935	+	554	hypothetical protein		ENOG503Q4WZ									GO:0016491 oxidoreductase activity		
FUN0_000294	scaffold_1:790431-791493	+	353	hypothetical protein													
FUN0_000295	scaffold_1:792144-792461	+	88	hypothetical protein													
FUN0_000296	scaffold_1:792577-795061	-	789	hypothetical protein		ENOG503PJHH											
FUN0_000297	scaffold_1:796690-797752	+	353	hypothetical protein													
FUN0_000298	scaffold_1:798096-802406	+	1059	Peroxisome biosynthesis protein pex1		ENOG503NWW4									GO:0005778 peroxisomal membrane; GO:0005777 peroxisome; GO:0005524 ATP binding; GO:0016887 ATP hydrolysis activity; GO:0006625 protein targeting to peroxisome; GO:0007031 peroxisome organization		
FUN0_000299	scaffold_1:802885-804514	+	465	hypothetical protein		ENOG503P1DA											
FUN0_000300	scaffold_1:804875-805981	-	331	hypothetical protein		ENOG503PJ6F											
FUN0_000301	scaffold_1:806832-808133	-	416	hypothetical protein		ENOG503PE9U											
FUN0_13025	scaffold_1:808534-808933	+	97	V-type proton ATPase subunit c''		ENOG503NWGS									GO:0033177 proton-transporting two-sector ATPase complex, proton-transporting domain; GO:0015078 proton transmembrane transporter activity; GO:1902600 proton transmembrane transport		
FUN0_000302	scaffold_1:809224-811507	-	544	MFS sugar transporter		ENOG503NUH8									GO:0016021 membrane; GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_000303	scaffold_1:811820-812674	-	213	hypothetical protein		ENOG503NX0J									GO:0016272 prefoldin complex; GO:0006457 protein folding		
FUN0_000304	scaffold_1:812804-813167	+	120	Multiple RNA-binding domain-containing protein 1		ENOG503NU06									GO:0003723 RNA binding; GO:0003676 nucleic acid binding		
FUN0_000305	scaffold_1:813907-814418	-	135	hypothetical protein		ENOG503PK8Z											
FUN0_000306	scaffold_1:814507-817940	-	852	hypothetical protein		ENOG503PK8Z											
FUN0_000307	scaffold_1:818125-818641	-	134	hypothetical protein		ENOG503PK8Z											
FUN0_000308	scaffold_1:821466-822686	-	261	hypothetical protein		ENOG503NUH8											
FUN0_000309	scaffold_1:823129-823722	-	119	MFS sugar transporter		ENOG503NUH8											
FUN0_000310	scaffold_1:825261-828662	-	852	hypothetical protein		ENOG503PK8Z											
FUN0_000311	scaffold_1:828667-830076	-	396	hypothetical protein		ENOG503PK8Z											
FUN0_000312	scaffold_1:832918-835002	-	459	MFS sugar transporter, variant 2		ENOG503NUH8									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_000312	scaffold_1:833416-835002	-	335	MFS sugar transporter		ENOG503NUH8									GO:0022857 transmembrane transporter activity; GO:0055085 transmembrane transport		
FUN0_000313	scaffold_1:835634-835835	-	50	hypothetical protein													
FUN0_000314	scaffold_1:837532-842539	-	1268	hypothetical protein		ENOG503PK8Z											
FUN0_000315	scaffold_1:845582-850278	-	1177	hypothetical protein		ENOG503PK8Z											
FUN0_000316	scaffold_1:854086-854446	+	119	hypothetical protein													
FUN0_000317	scaffold_1:858035-859459	-	403	hypothetical protein		ENOG503PB14									GO:0004190 aspartic-type endopeptidase activity; GO:0006508 proteolysis		
FUN0_000318	scaffold_1:861252-865321	+	868	Non-essential glycogen phosphorylase		ENOG503NVUR									GO:0008184 glycogen phosphorylase activity; GO:0004645 1,4-alpha-oligoglucan phosphorylase activity; GO:0030170 pyridoxal phosphate binding; GO:0005975 carbohydrate metabolic process		
FUN0_000319	scaffold_1:865581-868643	-	987	hypothetical protein		ENOG503P6GV									GO:0007165 signal transduction		
FUN0_000320	scaffold_1:870040-870713	+	204	hypothetical protein		ENOG503PKEU											
FUN0_000321	scaffold_1:870963-871584	-	166	hypothetical protein		ENOG503P47E									GO:0005739 mitochondrion; GO:0016491 oxidoreductase activity		
FUN0_000322	scaffold_1:872392-875103	-	870	hypothetical protein		ENOG503NY1K									GO:0005634 nucleus; GO:0003700 DNA-binding transcription factor activity; GO:0006355 regulation of DNA-templated transcription		
FUN0_000323	scaffold_1:877741-879884	-	616	Vacuolar protein-sorting-associated protein 36		ENOG503P0KE									GO:0000814 ESCRT II complex; GO:0043130 ubiquitin binding; GO:0032266 phosphatidylinositol-3-phosphate binding; GO:0032509 endosome transport via multivesicular body sorting pathway		
FUN0_000323	scaffold_1:877803-879884	-	613	Vacuolar protein-sorting-associated protein 36, variant 2		ENOG503P0KE									GO:0000814 ESCRT II complex; GO:0043130 ubiquitin binding; GO:0032266 phosphatidylinositol-3-phosphate binding; GO:0032509 endosome transport via multivesicular body sorting pathway		
FUN0_000324	scaffold_1:883134-883609	-	124	hypothetical protein		ENOG503P7FN									GO:0048500 signal recognition particle; GO:0008312 7S RNA binding; GO:0006614 SRP-dependent cotranslational protein targeting to membrane		
FUN0_000325	scaffold_1:883859-885437	+	297	hypothetical protein		ENOG503NUWJ									GO:0055085 transmembrane transport		
FUN0_000326	scaffold_1:885896-889685	-	956	Glycosyl phosphatidyl inositol anchor synthesis		ENOG503NUCC									GO:0016021 membrane; GO:0005789 endoplasmic reticulum membrane; GO:0051377 mannose-ethanolamine phosphotransferase activity; GO:0016740 transferase activity; GO:0006506 GPI anchor biosynthetic process		
FUN0_000327	scaffold_1:892025-895800	-	940	Glycosyl phosphatidyl inositol anchor synthesis		ENOG503NUCC									GO:0016021 membrane; GO:0005789 endoplasmic reticulum membrane; GO:0051377 mannose-ethanolamine phosphotransferase activity; GO:0016740 transferase activity; GO:0006506 GPI anchor biosynthetic process		
FUN0_000328	scaffold_1:895723-896731	+	277	hypothetical protein		ENOG503PQFM									GO:0004150 dihydroneopterin aldolase activity; GO:0006760 folic acid-containing compound metabolic process		
FUN0_000329	scaffold_1:897458-899398	+	554	U3 snoRNP protein		ENOG503NVZP									GO:0005515 protein binding		
FUN0_000330	scaffold_1:900338-900708	+	103	hypothetical protein		ENOG503PQFM									GO:0004150 dihydroneopterin aldolase activity; GO:0006760 folic acid-containing compound metabolic process		
FUN0_000331	scaffold_1:901935-902967	+	343	hypothetical protein		ENOG503NYUK									GO:0005515 protein binding		
FUN0_000332	scaffold_1:902988-903898	+	223	hypothetical protein													
FUN0_000333	scaffold_1:906959-908897	+	553	hypothetical protein		ENOG50COG2319									GO:0005515 protein binding		
FUN0_000334	scaffold_1:910121-911755	-	329	V-type proton ATPase subunit c''		ENOG503NWGS									GO:0033177 proton-transporting two-sector ATPase complex, proton-transporting domain; GO:0033179 proton-transporting V-type ATPase, V0 domain; GO:0046961 proton-transporting ATPase activity, rotational mechanism; GO:0015078 proton transmembrane transporter activity; GO:1902600 proton transmembrane transport		
FUN0_000335	scaffold_1:911898-912697	+	246	hypothetical protein		ENOG503PQFM									GO:0004150 dihydroneopterin aldolase activity; GO:0006760 folic acid-containing compound metabolic process		
FUN0_000336	scaffold_1:913913-915460	+	464	hypothetical protein		ENOG50COG4249									GO:0005515 protein binding		
FUN0_000337	scaffold_1:916892-918343	+	411	hypothetical protein		ENOG503P5GG											
FUN0_000338	scaffold_1:919810-922295	-	489	hypothetical protein		ENOG503NU56									GO:0016021 membrane; GO:0008324 monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport; GO:0055085 transmembrane transport		
FUN0_000339	scaffold_1:923533-924853	+	291	hypothetical protein		ENOG503NUGK											
FUN0_000340	scaffold_1:927159-928493	+	292	hypothetical protein		ENOG503NUGK											
FUN0_000341	scaffold_1:928542-929142	-	163	hypothetical protein		ENOG503P6S2											
FUN0_000342	scaffold_1:931909-934693	+	599	hypothetical protein		ENOG503NUWF									GO:0004553 hydrolase activity, hydrolyzing O-glycosyl compounds; GO:0005975 carbohydrate metabolic process		
FUN0_000343	scaffold_1:937163-940681	-	1117	hypothetical protein		ENOG503NVKN									GO:0005524 ATP binding; GO:0004672 protein kinase activity; GO:0006468 protein phosphorylation		
FUN0_000344	scaffold_1:941358-943306	-	484	adenylosuccinase ade13		ENOG503NU0G									GO:0004018 N6-(1,2-dicarboxyethyl)AMP AMP-lyase (fumarate-forming) activity; GO:0003824 catalytic activity; GO:0009152 purine ribonucleotide biosynthetic process		
FUN0_000345	scaffold_1:943518-944600	-	320	Protein ccc1		ENOG503NWJG									GO:0005384 manganese ion transmembrane transporter activity; GO:0030026 intracellular manganese ion homeostasis		
FUN0_000346	scaffold_1:946739-947506	+	168	hypothetical protein		ENOG503NU56									GO:0016021 membrane; GO:0008324 monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport		
FUN0_000347	scaffold_1:948090-949343	+	279	hypothetical protein		ENOG503NU56									GO:0016021 membrane; GO:0008324 monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport; GO:0055085 transmembrane transport		
FUN0_000348	scaffold_1:951075-953697	+	538	hypothetical protein		ENOG503NU56									GO:0016021 membrane; GO:0008324 monoatomic cation transmembrane transporter activity; GO:0006812 monoatomic cation transport; GO:0055085 transmembrane transport		
FUN0_000349	scaffold_1:954489-955658	+	349	hypothetical protein													
FUN0_000350	scaffold_1:964679-965284	+	184	hypothetical protein		ENOG503PJWH											
FUN0_000351	scaffold_1:965343-965805	+	135	hypothetical protein		ENOG503P5M0									GO:0046983 protein dimerization activity		
FUN0_000352	scaffold_1:966751-967763	+	318	hypothetical protein													
FUN0_000353	scaffold_1:969127-970362	+	321	hypothetical protein		ENOG503P5QB									GO:0003723 RNA binding; GO:0009982 pseudouridine synthase activity; GO:0009451 RNA modification; GO:0001522 pseudouridine synthesis		
FUN0_000354	scaffold_1:971064-972168	-	331	hypothetical protein		ENOG503PCMW											
FUN0_000355	scaffold_1:976557-980457	+	1059	hypothetical protein		ENOG503NUZM									GO:0016021 membrane; GO:0000166 nucleotide binding; GO:0005215 transporter activity; GO:0016887 ATP hydrolysis activity; GO:0005524 ATP binding		
